"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Month"	"Month Code"	Births	Average Age of Mother	Average LMP Gestational Age
	"Alabama"	"01"	"2013"	"2013"	"January"	"1"	4934	26.34	38.17
	"Alabama"	"01"	"2013"	"2013"	"February"	"2"	4307	26.53	38.29
	"Alabama"	"01"	"2013"	"2013"	"March"	"3"	4581	26.55	38.25
	"Alabama"	"01"	"2013"	"2013"	"April"	"4"	4572	26.66	38.25
	"Alabama"	"01"	"2013"	"2013"	"May"	"5"	4761	26.86	38.19
	"Alabama"	"01"	"2013"	"2013"	"June"	"6"	4545	26.64	38.31
	"Alabama"	"01"	"2013"	"2013"	"July"	"7"	5282	26.71	38.44
	"Alabama"	"01"	"2013"	"2013"	"August"	"8"	5308	26.76	38.45
	"Alabama"	"01"	"2013"	"2013"	"September"	"9"	4884	26.72	38.34
	"Alabama"	"01"	"2013"	"2013"	"October"	"10"	4972	26.77	38.35
	"Alabama"	"01"	"2013"	"2013"	"November"	"11"	4774	26.76	38.29
	"Alabama"	"01"	"2013"	"2013"	"December"	"12"	5247	26.70	38.33
"Total"	"Alabama"	"01"	"2013"	"2013"			58167	26.67	38.31
	"Alabama"	"01"	"2014"	"2014"	"January"	"1"	4924	26.72	38.32
	"Alabama"	"01"	"2014"	"2014"	"February"	"2"	4590	26.85	38.41
	"Alabama"	"01"	"2014"	"2014"	"March"	"3"	4668	26.96	38.27
	"Alabama"	"01"	"2014"	"2014"	"April"	"4"	4685	26.81	38.29
	"Alabama"	"01"	"2014"	"2014"	"May"	"5"	4832	27.01	38.22
	"Alabama"	"01"	"2014"	"2014"	"June"	"6"	4746	26.89	38.32
	"Alabama"	"01"	"2014"	"2014"	"July"	"7"	5193	26.90	38.37
	"Alabama"	"01"	"2014"	"2014"	"August"	"8"	5165	26.78	38.27
	"Alabama"	"01"	"2014"	"2014"	"September"	"9"	5138	26.86	38.46
	"Alabama"	"01"	"2014"	"2014"	"October"	"10"	5271	26.99	38.37
	"Alabama"	"01"	"2014"	"2014"	"November"	"11"	4753	27.02	38.28
	"Alabama"	"01"	"2014"	"2014"	"December"	"12"	5457	26.89	38.27
"Total"	"Alabama"	"01"	"2014"	"2014"			59422	26.89	38.32
	"Alabama"	"01"	"2015"	"2015"	"January"	"1"	4970	26.93	38.34
	"Alabama"	"01"	"2015"	"2015"	"February"	"2"	4473	27.02	38.22
	"Alabama"	"01"	"2015"	"2015"	"March"	"3"	4941	27.02	38.33
	"Alabama"	"01"	"2015"	"2015"	"April"	"4"	4643	27.07	38.21
	"Alabama"	"01"	"2015"	"2015"	"May"	"5"	4700	27.11	38.32
	"Alabama"	"01"	"2015"	"2015"	"June"	"6"	4953	27.06	38.30
	"Alabama"	"01"	"2015"	"2015"	"July"	"7"	5339	26.90	38.41
	"Alabama"	"01"	"2015"	"2015"	"August"	"8"	5192	27.12	38.42
	"Alabama"	"01"	"2015"	"2015"	"September"	"9"	5217	27.01	38.36
	"Alabama"	"01"	"2015"	"2015"	"October"	"10"	5129	27.05	38.33
	"Alabama"	"01"	"2015"	"2015"	"November"	"11"	4886	26.99	38.35
	"Alabama"	"01"	"2015"	"2015"	"December"	"12"	5214	27.08	38.31
"Total"	"Alabama"	"01"	"2015"	"2015"			59657	27.03	38.33
	"Alabama"	"01"	"2016"	"2016"	"January"	"1"	4805	27.05	38.26
	"Alabama"	"01"	"2016"	"2016"	"February"	"2"	4718	27.16	38.39
	"Alabama"	"01"	"2016"	"2016"	"March"	"3"	4825	27.31	38.26
	"Alabama"	"01"	"2016"	"2016"	"April"	"4"	4527	27.24	38.34
	"Alabama"	"01"	"2016"	"2016"	"May"	"5"	4802	27.32	38.22
	"Alabama"	"01"	"2016"	"2016"	"June"	"6"	5047	27.19	38.29
	"Alabama"	"01"	"2016"	"2016"	"July"	"7"	5043	27.15	38.31
	"Alabama"	"01"	"2016"	"2016"	"August"	"8"	5325	27.13	38.36
	"Alabama"	"01"	"2016"	"2016"	"September"	"9"	5239	27.28	38.46
	"Alabama"	"01"	"2016"	"2016"	"October"	"10"	4973	27.21	38.46
	"Alabama"	"01"	"2016"	"2016"	"November"	"11"	4910	27.01	38.34
	"Alabama"	"01"	"2016"	"2016"	"December"	"12"	4937	27.06	38.30
"Total"	"Alabama"	"01"	"2016"	"2016"			59151	27.18	38.33
	"Alabama"	"01"	"2017"	"2017"	"January"	"1"	4937	27.16	38.32
	"Alabama"	"01"	"2017"	"2017"	"February"	"2"	4497	27.25	38.40
	"Alabama"	"01"	"2017"	"2017"	"March"	"3"	4809	27.38	38.25
	"Alabama"	"01"	"2017"	"2017"	"April"	"4"	4383	27.28	38.30
	"Alabama"	"01"	"2017"	"2017"	"May"	"5"	4763	27.34	38.23
	"Alabama"	"01"	"2017"	"2017"	"June"	"6"	4823	27.33	38.31
	"Alabama"	"01"	"2017"	"2017"	"July"	"7"	5053	27.09	38.26
	"Alabama"	"01"	"2017"	"2017"	"August"	"8"	5539	27.29	38.34
	"Alabama"	"01"	"2017"	"2017"	"September"	"9"	5211	27.31	38.30
	"Alabama"	"01"	"2017"	"2017"	"October"	"10"	5061	27.27	38.28
	"Alabama"	"01"	"2017"	"2017"	"November"	"11"	4969	27.44	38.27
	"Alabama"	"01"	"2017"	"2017"	"December"	"12"	4896	27.40	38.32
"Total"	"Alabama"	"01"	"2017"	"2017"			58941	27.29	38.30
"Total"	"Alabama"	"01"					295338	27.01	38.32
	"Alaska"	"02"	"2013"	"2013"	"January"	"1"	974	27.32	38.69
	"Alaska"	"02"	"2013"	"2013"	"February"	"2"	836	27.58	38.86
	"Alaska"	"02"	"2013"	"2013"	"March"	"3"	983	27.61	38.80
	"Alaska"	"02"	"2013"	"2013"	"April"	"4"	917	27.53	38.80
	"Alaska"	"02"	"2013"	"2013"	"May"	"5"	945	27.44	38.91
	"Alaska"	"02"	"2013"	"2013"	"June"	"6"	982	27.44	38.83
	"Alaska"	"02"	"2013"	"2013"	"July"	"7"	961	27.80	38.95
	"Alaska"	"02"	"2013"	"2013"	"August"	"8"	1041	27.72	38.96
	"Alaska"	"02"	"2013"	"2013"	"September"	"9"	965	27.61	39.03
	"Alaska"	"02"	"2013"	"2013"	"October"	"10"	975	27.76	38.76
	"Alaska"	"02"	"2013"	"2013"	"November"	"11"	939	28.04	38.89
	"Alaska"	"02"	"2013"	"2013"	"December"	"12"	928	28.00	38.73
"Total"	"Alaska"	"02"	"2013"	"2013"			11446	27.65	38.85
	"Alaska"	"02"	"2014"	"2014"	"January"	"1"	952	27.67	38.89
	"Alaska"	"02"	"2014"	"2014"	"February"	"2"	895	27.77	38.83
	"Alaska"	"02"	"2014"	"2014"	"March"	"3"	914	27.46	38.90
	"Alaska"	"02"	"2014"	"2014"	"April"	"4"	960	27.65	38.86
	"Alaska"	"02"	"2014"	"2014"	"May"	"5"	997	27.45	38.90
	"Alaska"	"02"	"2014"	"2014"	"June"	"6"	921	27.72	38.96
	"Alaska"	"02"	"2014"	"2014"	"July"	"7"	1010	27.77	38.99
	"Alaska"	"02"	"2014"	"2014"	"August"	"8"	977	27.89	38.84
	"Alaska"	"02"	"2014"	"2014"	"September"	"9"	961	27.67	38.85
	"Alaska"	"02"	"2014"	"2014"	"October"	"10"	978	27.81	38.82
	"Alaska"	"02"	"2014"	"2014"	"November"	"11"	894	27.97	38.83
	"Alaska"	"02"	"2014"	"2014"	"December"	"12"	933	27.77	38.76
"Total"	"Alaska"	"02"	"2014"	"2014"			11392	27.72	38.87
	"Alaska"	"02"	"2015"	"2015"	"January"	"1"	915	27.78	38.93
	"Alaska"	"02"	"2015"	"2015"	"February"	"2"	887	27.79	38.84
	"Alaska"	"02"	"2015"	"2015"	"March"	"3"	963	27.85	38.79
	"Alaska"	"02"	"2015"	"2015"	"April"	"4"	940	28.06	38.86
	"Alaska"	"02"	"2015"	"2015"	"May"	"5"	975	27.95	38.86
	"Alaska"	"02"	"2015"	"2015"	"June"	"6"	906	27.96	38.97
	"Alaska"	"02"	"2015"	"2015"	"July"	"7"	1020	27.71	38.96
	"Alaska"	"02"	"2015"	"2015"	"August"	"8"	977	27.75	38.90
	"Alaska"	"02"	"2015"	"2015"	"September"	"9"	962	27.96	38.86
	"Alaska"	"02"	"2015"	"2015"	"October"	"10"	925	28.11	38.75
	"Alaska"	"02"	"2015"	"2015"	"November"	"11"	880	28.13	38.84
	"Alaska"	"02"	"2015"	"2015"	"December"	"12"	932	28.31	38.80
"Total"	"Alaska"	"02"	"2015"	"2015"			11282	27.94	38.86
	"Alaska"	"02"	"2016"	"2016"	"January"	"1"	938	28.06	38.95
	"Alaska"	"02"	"2016"	"2016"	"February"	"2"	840	27.91	39.05
	"Alaska"	"02"	"2016"	"2016"	"March"	"3"	967	28.20	38.74
	"Alaska"	"02"	"2016"	"2016"	"April"	"4"	912	28.32	38.84
	"Alaska"	"02"	"2016"	"2016"	"May"	"5"	955	28.30	38.87
	"Alaska"	"02"	"2016"	"2016"	"June"	"6"	980	28.11	38.87
	"Alaska"	"02"	"2016"	"2016"	"July"	"7"	955	27.97	38.72
	"Alaska"	"02"	"2016"	"2016"	"August"	"8"	957	28.20	38.81
	"Alaska"	"02"	"2016"	"2016"	"September"	"9"	951	27.90	38.75
	"Alaska"	"02"	"2016"	"2016"	"October"	"10"	958	28.09	38.78
	"Alaska"	"02"	"2016"	"2016"	"November"	"11"	897	28.21	38.80
	"Alaska"	"02"	"2016"	"2016"	"December"	"12"	899	28.31	38.67
"Total"	"Alaska"	"02"	"2016"	"2016"			11209	28.13	38.82
	"Alaska"	"02"	"2017"	"2017"	"January"	"1"	796	28.40	38.57
	"Alaska"	"02"	"2017"	"2017"	"February"	"2"	783	28.61	38.73
	"Alaska"	"02"	"2017"	"2017"	"March"	"3"	906	28.15	38.82
	"Alaska"	"02"	"2017"	"2017"	"April"	"4"	867	28.21	38.76
	"Alaska"	"02"	"2017"	"2017"	"May"	"5"	895	28.80	38.87
	"Alaska"	"02"	"2017"	"2017"	"June"	"6"	896	28.43	38.79
	"Alaska"	"02"	"2017"	"2017"	"July"	"7"	911	28.23	38.91
	"Alaska"	"02"	"2017"	"2017"	"August"	"8"	929	28.45	38.91
	"Alaska"	"02"	"2017"	"2017"	"September"	"9"	934	28.19	38.83
	"Alaska"	"02"	"2017"	"2017"	"October"	"10"	864	28.61	38.75
	"Alaska"	"02"	"2017"	"2017"	"November"	"11"	806	28.44	38.95
	"Alaska"	"02"	"2017"	"2017"	"December"	"12"	858	28.54	38.60
"Total"	"Alaska"	"02"	"2017"	"2017"			10445	28.42	38.79
"Total"	"Alaska"	"02"					55774	27.96	38.84
	"Arizona"	"04"	"2013"	"2013"	"January"	"1"	7139	27.46	38.66
	"Arizona"	"04"	"2013"	"2013"	"February"	"2"	6465	27.42	38.68
	"Arizona"	"04"	"2013"	"2013"	"March"	"3"	7134	27.49	38.59
	"Arizona"	"04"	"2013"	"2013"	"April"	"4"	6756	27.60	38.67
	"Arizona"	"04"	"2013"	"2013"	"May"	"5"	6742	27.69	38.54
	"Arizona"	"04"	"2013"	"2013"	"June"	"6"	6741	27.58	38.63
	"Arizona"	"04"	"2013"	"2013"	"July"	"7"	7400	27.61	38.53
	"Arizona"	"04"	"2013"	"2013"	"August"	"8"	7487	27.54	38.62
	"Arizona"	"04"	"2013"	"2013"	"September"	"9"	7590	27.58	38.75
	"Arizona"	"04"	"2013"	"2013"	"October"	"10"	7558	27.61	38.62
	"Arizona"	"04"	"2013"	"2013"	"November"	"11"	7177	27.61	38.64
	"Arizona"	"04"	"2013"	"2013"	"December"	"12"	7411	27.48	38.70
"Total"	"Arizona"	"04"	"2013"	"2013"			85600	27.56	38.64
	"Arizona"	"04"	"2014"	"2014"	"January"	"1"	7333	27.68	38.63
	"Arizona"	"04"	"2014"	"2014"	"February"	"2"	6610	27.71	38.62
	"Arizona"	"04"	"2014"	"2014"	"March"	"3"	7097	27.73	38.61
	"Arizona"	"04"	"2014"	"2014"	"April"	"4"	6687	27.76	38.68
	"Arizona"	"04"	"2014"	"2014"	"May"	"5"	6909	27.86	38.54
	"Arizona"	"04"	"2014"	"2014"	"June"	"6"	6861	27.88	38.48
	"Arizona"	"04"	"2014"	"2014"	"July"	"7"	7751	27.85	38.55
	"Arizona"	"04"	"2014"	"2014"	"August"	"8"	7736	27.73	38.72
	"Arizona"	"04"	"2014"	"2014"	"September"	"9"	7680	27.80	38.65
	"Arizona"	"04"	"2014"	"2014"	"October"	"10"	7575	27.65	38.60
	"Arizona"	"04"	"2014"	"2014"	"November"	"11"	7023	27.84	38.56
	"Arizona"	"04"	"2014"	"2014"	"December"	"12"	7625	27.85	38.66
"Total"	"Arizona"	"04"	"2014"	"2014"			86887	27.78	38.61
	"Arizona"	"04"	"2015"	"2015"	"January"	"1"	7190	27.80	38.58
	"Arizona"	"04"	"2015"	"2015"	"February"	"2"	6678	27.88	38.62
	"Arizona"	"04"	"2015"	"2015"	"March"	"3"	7203	27.91	38.62
	"Arizona"	"04"	"2015"	"2015"	"April"	"4"	6650	27.92	38.68
	"Arizona"	"04"	"2015"	"2015"	"May"	"5"	6835	27.93	38.75
	"Arizona"	"04"	"2015"	"2015"	"June"	"6"	6805	27.93	38.53
	"Arizona"	"04"	"2015"	"2015"	"July"	"7"	7060	27.84	38.57
	"Arizona"	"04"	"2015"	"2015"	"August"	"8"	7400	27.96	38.63
	"Arizona"	"04"	"2015"	"2015"	"September"	"9"	7714	27.84	38.64
	"Arizona"	"04"	"2015"	"2015"	"October"	"10"	7518	27.97	38.63
	"Arizona"	"04"	"2015"	"2015"	"November"	"11"	6965	28.10	38.61
	"Arizona"	"04"	"2015"	"2015"	"December"	"12"	7333	27.94	38.62
"Total"	"Arizona"	"04"	"2015"	"2015"			85351	27.92	38.62
	"Arizona"	"04"	"2016"	"2016"	"January"	"1"	7073	28.04	38.63
	"Arizona"	"04"	"2016"	"2016"	"February"	"2"	6749	28.03	38.61
	"Arizona"	"04"	"2016"	"2016"	"March"	"3"	6851	28.14	38.63
	"Arizona"	"04"	"2016"	"2016"	"April"	"4"	6570	27.95	38.66
	"Arizona"	"04"	"2016"	"2016"	"May"	"5"	6730	28.14	38.59
	"Arizona"	"04"	"2016"	"2016"	"June"	"6"	6766	28.03	38.60
	"Arizona"	"04"	"2016"	"2016"	"July"	"7"	7059	27.92	38.57
	"Arizona"	"04"	"2016"	"2016"	"August"	"8"	7726	27.99	38.73
	"Arizona"	"04"	"2016"	"2016"	"September"	"9"	7691	28.07	38.69
	"Arizona"	"04"	"2016"	"2016"	"October"	"10"	7192	28.04	38.69
	"Arizona"	"04"	"2016"	"2016"	"November"	"11"	6897	28.15	38.62
	"Arizona"	"04"	"2016"	"2016"	"December"	"12"	7216	28.20	38.58
"Total"	"Arizona"	"04"	"2016"	"2016"			84520	28.06	38.64
	"Arizona"	"04"	"2017"	"2017"	"January"	"1"	6958	28.12	38.56
	"Arizona"	"04"	"2017"	"2017"	"February"	"2"	6168	28.18	38.57
	"Arizona"	"04"	"2017"	"2017"	"March"	"3"	6797	28.15	38.52
	"Arizona"	"04"	"2017"	"2017"	"April"	"4"	6308	28.16	38.57
	"Arizona"	"04"	"2017"	"2017"	"May"	"5"	6523	28.19	38.50
	"Arizona"	"04"	"2017"	"2017"	"June"	"6"	6625	28.18	38.52
	"Arizona"	"04"	"2017"	"2017"	"July"	"7"	6980	28.23	38.48
	"Arizona"	"04"	"2017"	"2017"	"August"	"8"	7425	28.26	38.60
	"Arizona"	"04"	"2017"	"2017"	"September"	"9"	7219	28.20	38.58
	"Arizona"	"04"	"2017"	"2017"	"October"	"10"	7319	28.29	38.62
	"Arizona"	"04"	"2017"	"2017"	"November"	"11"	6798	28.33	38.57
	"Arizona"	"04"	"2017"	"2017"	"December"	"12"	6752	28.26	38.59
"Total"	"Arizona"	"04"	"2017"	"2017"			81872	28.21	38.56
"Total"	"Arizona"	"04"					424230	27.90	38.61
	"Arkansas"	"05"	"2013"	"2013"	"January"	"1"	3188	26.05	38.45
	"Arkansas"	"05"	"2013"	"2013"	"February"	"2"	2874	26.05	38.60
	"Arkansas"	"05"	"2013"	"2013"	"March"	"3"	2983	26.10	38.40
	"Arkansas"	"05"	"2013"	"2013"	"April"	"4"	2971	26.26	38.57
	"Arkansas"	"05"	"2013"	"2013"	"May"	"5"	3098	26.34	38.35
	"Arkansas"	"05"	"2013"	"2013"	"June"	"6"	2950	26.47	38.40
	"Arkansas"	"05"	"2013"	"2013"	"July"	"7"	3368	26.33	38.66
	"Arkansas"	"05"	"2013"	"2013"	"August"	"8"	3475	26.21	38.55
	"Arkansas"	"05"	"2013"	"2013"	"September"	"9"	3289	26.40	38.56
	"Arkansas"	"05"	"2013"	"2013"	"October"	"10"	3247	26.40	38.60
	"Arkansas"	"05"	"2013"	"2013"	"November"	"11"	2992	26.39	38.48
	"Arkansas"	"05"	"2013"	"2013"	"December"	"12"	3397	26.31	38.62
"Total"	"Arkansas"	"05"	"2013"	"2013"			37832	26.28	38.52
	"Arkansas"	"05"	"2014"	"2014"	"January"	"1"	3228	26.32	38.33
	"Arkansas"	"05"	"2014"	"2014"	"February"	"2"	2888	26.58	38.47
	"Arkansas"	"05"	"2014"	"2014"	"March"	"3"	3046	26.70	38.76
	"Arkansas"	"05"	"2014"	"2014"	"April"	"4"	3088	26.60	39.06
	"Arkansas"	"05"	"2014"	"2014"	"May"	"5"	3146	26.69	38.76
	"Arkansas"	"05"	"2014"	"2014"	"June"	"6"	3085	26.48	38.82
	"Arkansas"	"05"	"2014"	"2014"	"July"	"7"	3310	26.45	38.68
	"Arkansas"	"05"	"2014"	"2014"	"August"	"8"	3393	26.43	38.84
	"Arkansas"	"05"	"2014"	"2014"	"September"	"9"	3264	26.28	38.77
	"Arkansas"	"05"	"2014"	"2014"	"October"	"10"	3412	26.69	38.63
	"Arkansas"	"05"	"2014"	"2014"	"November"	"11"	3177	26.48	38.55
	"Arkansas"	"05"	"2014"	"2014"	"December"	"12"	3474	26.45	38.69
"Total"	"Arkansas"	"05"	"2014"	"2014"			38511	26.51	38.70
	"Arkansas"	"05"	"2015"	"2015"	"January"	"1"	3228	26.47	38.66
	"Arkansas"	"05"	"2015"	"2015"	"February"	"2"	2830	26.41	38.58
	"Arkansas"	"05"	"2015"	"2015"	"March"	"3"	3216	26.53	38.50
	"Arkansas"	"05"	"2015"	"2015"	"April"	"4"	3188	26.79	38.50
	"Arkansas"	"05"	"2015"	"2015"	"May"	"5"	3168	26.76	38.47
	"Arkansas"	"05"	"2015"	"2015"	"June"	"6"	3134	26.69	38.47
	"Arkansas"	"05"	"2015"	"2015"	"July"	"7"	3473	26.84	38.51
	"Arkansas"	"05"	"2015"	"2015"	"August"	"8"	3443	26.65	38.59
	"Arkansas"	"05"	"2015"	"2015"	"September"	"9"	3304	26.71	38.61
	"Arkansas"	"05"	"2015"	"2015"	"October"	"10"	3296	26.47	38.52
	"Arkansas"	"05"	"2015"	"2015"	"November"	"11"	3156	26.67	38.48
	"Arkansas"	"05"	"2015"	"2015"	"December"	"12"	3450	26.68	38.52
"Total"	"Arkansas"	"05"	"2015"	"2015"			38886	26.64	38.53
	"Arkansas"	"05"	"2016"	"2016"	"January"	"1"	3068	26.74	38.60
	"Arkansas"	"05"	"2016"	"2016"	"February"	"2"	2997	26.89	38.56
	"Arkansas"	"05"	"2016"	"2016"	"March"	"3"	3200	26.86	38.57
	"Arkansas"	"05"	"2016"	"2016"	"April"	"4"	2951	26.77	38.58
	"Arkansas"	"05"	"2016"	"2016"	"May"	"5"	3033	26.86	38.41
	"Arkansas"	"05"	"2016"	"2016"	"June"	"6"	3237	26.77	38.49
	"Arkansas"	"05"	"2016"	"2016"	"July"	"7"	3414	26.73	38.55
	"Arkansas"	"05"	"2016"	"2016"	"August"	"8"	3532	26.69	38.59
	"Arkansas"	"05"	"2016"	"2016"	"September"	"9"	3358	26.75	38.64
	"Arkansas"	"05"	"2016"	"2016"	"October"	"10"	3119	26.83	38.49
	"Arkansas"	"05"	"2016"	"2016"	"November"	"11"	3140	26.57	38.57
	"Arkansas"	"05"	"2016"	"2016"	"December"	"12"	3225	26.74	38.56
"Total"	"Arkansas"	"05"	"2016"	"2016"			38274	26.76	38.55
	"Arkansas"	"05"	"2017"	"2017"	"January"	"1"	3158	26.79	38.63
	"Arkansas"	"05"	"2017"	"2017"	"February"	"2"	2792	26.62	38.63
	"Arkansas"	"05"	"2017"	"2017"	"March"	"3"	3053	26.71	38.61
	"Arkansas"	"05"	"2017"	"2017"	"April"	"4"	2783	26.92	38.65
	"Arkansas"	"05"	"2017"	"2017"	"May"	"5"	3027	26.97	38.59
	"Arkansas"	"05"	"2017"	"2017"	"June"	"6"	3087	26.79	38.37
	"Arkansas"	"05"	"2017"	"2017"	"July"	"7"	3323	27.00	38.61
	"Arkansas"	"05"	"2017"	"2017"	"August"	"8"	3614	26.92	38.59
	"Arkansas"	"05"	"2017"	"2017"	"September"	"9"	3285	26.86	38.63
	"Arkansas"	"05"	"2017"	"2017"	"October"	"10"	3124	26.90	38.50
	"Arkansas"	"05"	"2017"	"2017"	"November"	"11"	3170	26.98	38.54
	"Arkansas"	"05"	"2017"	"2017"	"December"	"12"	3104	26.88	38.43
"Total"	"Arkansas"	"05"	"2017"	"2017"			37520	26.87	38.56
"Total"	"Arkansas"	"05"					191023	26.61	38.57
	"California"	"06"	"2013"	"2013"	"January"	"1"	41251	28.93	38.76
	"California"	"06"	"2013"	"2013"	"February"	"2"	36711	28.97	38.75
	"California"	"06"	"2013"	"2013"	"March"	"3"	40704	29.01	38.74
	"California"	"06"	"2013"	"2013"	"April"	"4"	38794	29.02	38.77
	"California"	"06"	"2013"	"2013"	"May"	"5"	40516	29.04	38.72
	"California"	"06"	"2013"	"2013"	"June"	"6"	39006	29.02	38.71
	"California"	"06"	"2013"	"2013"	"July"	"7"	42692	28.97	38.75
	"California"	"06"	"2013"	"2013"	"August"	"8"	44888	28.94	38.74
	"California"	"06"	"2013"	"2013"	"September"	"9"	43804	28.98	38.76
	"California"	"06"	"2013"	"2013"	"October"	"10"	43653	29.10	38.74
	"California"	"06"	"2013"	"2013"	"November"	"11"	40673	29.09	38.73
	"California"	"06"	"2013"	"2013"	"December"	"12"	42013	29.05	38.74
"Total"	"California"	"06"	"2013"	"2013"			494705	29.01	38.74
	"California"	"06"	"2014"	"2014"	"January"	"1"	41043	29.11	38.73
	"California"	"06"	"2014"	"2014"	"February"	"2"	37359	29.21	38.73
	"California"	"06"	"2014"	"2014"	"March"	"3"	40680	29.20	38.73
	"California"	"06"	"2014"	"2014"	"April"	"4"	39912	29.28	38.75
	"California"	"06"	"2014"	"2014"	"May"	"5"	41668	29.29	38.73
	"California"	"06"	"2014"	"2014"	"June"	"6"	40497	29.31	38.70
	"California"	"06"	"2014"	"2014"	"July"	"7"	44619	29.23	38.72
	"California"	"06"	"2014"	"2014"	"August"	"8"	44821	29.20	38.75
	"California"	"06"	"2014"	"2014"	"September"	"9"	45004	29.18	38.78
	"California"	"06"	"2014"	"2014"	"October"	"10"	43881	29.26	38.72
	"California"	"06"	"2014"	"2014"	"November"	"11"	41081	29.30	38.74
	"California"	"06"	"2014"	"2014"	"December"	"12"	42314	29.31	38.74
"Total"	"California"	"06"	"2014"	"2014"			502879	29.24	38.73
	"California"	"06"	"2015"	"2015"	"January"	"1"	40959	29.35	38.73
	"California"	"06"	"2015"	"2015"	"February"	"2"	37306	29.35	38.73
	"California"	"06"	"2015"	"2015"	"March"	"3"	40926	29.42	38.71
	"California"	"06"	"2015"	"2015"	"April"	"4"	39162	29.43	38.72
	"California"	"06"	"2015"	"2015"	"May"	"5"	40375	29.49	38.72
	"California"	"06"	"2015"	"2015"	"June"	"6"	39877	29.42	38.69
	"California"	"06"	"2015"	"2015"	"July"	"7"	43116	29.42	38.70
	"California"	"06"	"2015"	"2015"	"August"	"8"	43727	29.37	38.77
	"California"	"06"	"2015"	"2015"	"September"	"9"	43569	29.33	38.75
	"California"	"06"	"2015"	"2015"	"October"	"10"	41997	29.51	38.71
	"California"	"06"	"2015"	"2015"	"November"	"11"	39734	29.52	38.71
	"California"	"06"	"2015"	"2015"	"December"	"12"	41000	29.53	38.69
"Total"	"California"	"06"	"2015"	"2015"			491748	29.43	38.72
	"California"	"06"	"2016"	"2016"	"January"	"1"	39350	29.48	38.71
	"California"	"06"	"2016"	"2016"	"February"	"2"	37794	29.53	38.69
	"California"	"06"	"2016"	"2016"	"March"	"3"	40874	29.69	38.72
	"California"	"06"	"2016"	"2016"	"April"	"4"	38624	29.62	38.74
	"California"	"06"	"2016"	"2016"	"May"	"5"	39564	29.74	38.72
	"California"	"06"	"2016"	"2016"	"June"	"6"	39774	29.61	38.70
	"California"	"06"	"2016"	"2016"	"July"	"7"	41059	29.59	38.71
	"California"	"06"	"2016"	"2016"	"August"	"8"	45033	29.61	38.74
	"California"	"06"	"2016"	"2016"	"September"	"9"	44222	29.51	38.75
	"California"	"06"	"2016"	"2016"	"October"	"10"	42247	29.67	38.76
	"California"	"06"	"2016"	"2016"	"November"	"11"	39932	29.75	38.73
	"California"	"06"	"2016"	"2016"	"December"	"12"	40354	29.69	38.71
"Total"	"California"	"06"	"2016"	"2016"			488827	29.62	38.72
	"California"	"06"	"2017"	"2017"	"January"	"1"	39362	29.75	38.68
	"California"	"06"	"2017"	"2017"	"February"	"2"	36002	29.73	38.70
	"California"	"06"	"2017"	"2017"	"March"	"3"	39133	29.79	38.68
	"California"	"06"	"2017"	"2017"	"April"	"4"	36974	29.84	38.72
	"California"	"06"	"2017"	"2017"	"May"	"5"	39400	29.84	38.69
	"California"	"06"	"2017"	"2017"	"June"	"6"	38955	29.86	38.71
	"California"	"06"	"2017"	"2017"	"July"	"7"	40475	29.79	38.70
	"California"	"06"	"2017"	"2017"	"August"	"8"	42231	29.78	38.71
	"California"	"06"	"2017"	"2017"	"September"	"9"	41475	29.76	38.72
	"California"	"06"	"2017"	"2017"	"October"	"10"	40410	29.91	38.72
	"California"	"06"	"2017"	"2017"	"November"	"11"	38814	29.92	38.72
	"California"	"06"	"2017"	"2017"	"December"	"12"	38427	29.92	38.70
"Total"	"California"	"06"	"2017"	"2017"			471658	29.82	38.70
"Total"	"California"	"06"					2449817	29.42	38.73
	"Colorado"	"08"	"2013"	"2013"	"January"	"1"	5080	28.61	38.62
	"Colorado"	"08"	"2013"	"2013"	"February"	"2"	4817	28.68	38.71
	"Colorado"	"08"	"2013"	"2013"	"March"	"3"	5338	28.72	38.71
	"Colorado"	"08"	"2013"	"2013"	"April"	"4"	5168	28.73	38.73
	"Colorado"	"08"	"2013"	"2013"	"May"	"5"	5583	28.78	38.66
	"Colorado"	"08"	"2013"	"2013"	"June"	"6"	5535	28.81	38.70
	"Colorado"	"08"	"2013"	"2013"	"July"	"7"	5909	28.60	38.75
	"Colorado"	"08"	"2013"	"2013"	"August"	"8"	5767	28.69	38.82
	"Colorado"	"08"	"2013"	"2013"	"September"	"9"	5689	28.66	38.78
	"Colorado"	"08"	"2013"	"2013"	"October"	"10"	5565	28.85	38.75
	"Colorado"	"08"	"2013"	"2013"	"November"	"11"	5154	28.79	38.69
	"Colorado"	"08"	"2013"	"2013"	"December"	"12"	5402	28.71	38.72
"Total"	"Colorado"	"08"	"2013"	"2013"			65007	28.72	38.72
	"Colorado"	"08"	"2014"	"2014"	"January"	"1"	5284	28.83	38.68
	"Colorado"	"08"	"2014"	"2014"	"February"	"2"	4930	28.79	38.75
	"Colorado"	"08"	"2014"	"2014"	"March"	"3"	5498	28.88	38.68
	"Colorado"	"08"	"2014"	"2014"	"April"	"4"	5470	28.85	38.79
	"Colorado"	"08"	"2014"	"2014"	"May"	"5"	5613	29.00	38.71
