ID,State,State Code,Year,Year Code,Month,Month Code,Births,Average Age of Mother,Average LMP Gestational Age
2074,North Dakota,38,2015,2015,October,10,966,27.91,38.82
2075,North Dakota,38,2015,2015,November,11,878,28.36,38.62
2076,North Dakota,38,2015,2015,December,12,993,28,38.65
2077,North Dakota,38,2016,2016,January,1,938,28.31,38.74
2078,North Dakota,38,2016,2016,February,2,863,28.23,38.79
2079,North Dakota,38,2016,2016,March,3,936,28.42,38.63
2080,North Dakota,38,2016,2016,April,4,916,28.27,38.7
2081,North Dakota,38,2016,2016,May,5,990,28.42,38.77
2082,North Dakota,38,2016,2016,June,6,989,28.12,38.76
2083,North Dakota,38,2016,2016,July,7,948,28.14,38.65
2084,North Dakota,38,2016,2016,August,8,1048,28.39,38.81
2085,North Dakota,38,2016,2016,September,9,1025,28.41,38.65
2086,North Dakota,38,2016,2016,October,10,942,28.18,38.79
2087,North Dakota,38,2016,2016,November,11,891,28.15,38.84
2088,North Dakota,38,2016,2016,December,12,897,28.51,38.7
2089,North Dakota,38,2017,2017,January,1,840,28.52,38.77
2090,North Dakota,38,2017,2017,February,2,814,28.79,38.72
2091,North Dakota,38,2017,2017,March,3,932,28.61,38.83
2092,North Dakota,38,2017,2017,April,4,918,28.38,38.8
2093,North Dakota,38,2017,2017,May,5,895,28.36,38.78
2094,North Dakota,38,2017,2017,June,6,922,28.45,38.81
2095,North Dakota,38,2017,2017,July,7,902,28.14,38.7
2096,North Dakota,38,2017,2017,August,8,915,28.34,38.95
2097,North Dakota,38,2017,2017,September,9,933,28.6,38.71
2098,North Dakota,38,2017,2017,October,10,915,28.71,38.8
2099,North Dakota,38,2017,2017,November,11,871,28.11,38.58
2100,North Dakota,38,2017,2017,December,12,880,28.94,38.58
2101,Ohio,39,2013,2013,January,1,11210,27.36,38.59
2102,Ohio,39,2013,2013,February,2,10421,27.39,38.61
2103,Ohio,39,2013,2013,March,3,11377,27.6,38.56
2104,Ohio,39,2013,2013,April,4,11137,27.59,38.63
2105,Ohio,39,2013,2013,May,5,11751,27.75,38.54
2106,Ohio,39,2013,2013,June,6,11620,27.61,38.58
2107,Ohio,39,2013,2013,July,7,12479,27.67,38.61
2108,Ohio,39,2013,2013,August,8,12532,27.55,38.61
2109,Ohio,39,2013,2013,September,9,11766,27.6,38.66
2110,Ohio,39,2013,2013,October,10,11803,27.68,38.6
2111,Ohio,39,2013,2013,November,11,11094,27.61,38.61
2112,Ohio,39,2013,2013,December,12,11746,27.54,38.62
2113,Ohio,39,2014,2014,January,1,11358,27.56,38.61
2114,Ohio,39,2014,2014,February,2,10519,27.68,38.57
2115,Ohio,39,2014,2014,March,3,11550,27.7,38.58
2116,Ohio,39,2014,2014,April,4,11138,27.9,38.67
2117,Ohio,39,2014,2014,May,5,11944,27.85,38.57
2118,Ohio,39,2014,2014,June,6,11619,27.74,38.61
2119,Ohio,39,2014,2014,July,7,12499,27.83,38.62
2120,Ohio,39,2014,2014,August,8,12171,27.72,38.65
2121,Ohio,39,2014,2014,September,9,12130,27.78,38.66
2122,Ohio,39,2014,2014,October,10,11807,27.78,38.57
2123,Ohio,39,2014,2014,November,11,10957,27.83,38.58
2124,Ohio,39,2014,2014,December,12,11775,27.69,38.59
2125,Ohio,39,2015,2015,January,1,11241,27.73,38.59
2126,Ohio,39,2015,2015,February,2,10493,27.8,38.59
2127,Ohio,39,2015,2015,March,3,11544,27.88,38.61
2128,Ohio,39,2015,2015,April,4,11402,27.88,38.65
2129,Ohio,39,2015,2015,May,5,11702,27.94,38.57
2130,Ohio,39,2015,2015,June,6,11852,27.99,38.59
2131,Ohio,39,2015,2015,July,7,12654,27.98,38.64
2132,Ohio,39,2015,2015,August,8,12291,27.92,38.58
2133,Ohio,39,2015,2015,September,9,11977,27.95,38.71
2134,Ohio,39,2015,2015,October,10,11460,27.96,38.64
2135,Ohio,39,2015,2015,November,11,10864,27.89,38.57
2136,Ohio,39,2015,2015,December,12,11784,27.87,38.63
2137,Ohio,39,2016,2016,January,1,10907,27.96,38.55
2138,Ohio,39,2016,2016,February,2,10853,27.88,38.6
2139,Ohio,39,2016,2016,March,3,11380,27.9,38.6
2140,Ohio,39,2016,2016,April,4,11109,28.07,38.53
2141,Ohio,39,2016,2016,May,5,11647,28.08,38.55
2142,Ohio,39,2016,2016,June,6,11906,28.17,38.59
2143,Ohio,39,2016,2016,July,7,12049,28.11,38.6
2144,Ohio,39,2016,2016,August,8,12666,28.09,38.7
2145,Ohio,39,2016,2016,September,9,11978,28.11,38.65
2146,Ohio,39,2016,2016,October,10,11384,28.16,38.6
2147,Ohio,39,2016,2016,November,11,10878,28.22,38.6
2148,Ohio,39,2016,2016,December,12,11328,28,38.56
2149,Ohio,39,2017,2017,January,1,10928,28.05,38.51
2150,Ohio,39,2017,2017,February,2,10146,28.04,38.55
2151,Ohio,39,2017,2017,March,3,11414,28.11,38.57
2152,Ohio,39,2017,2017,April,4,10729,28.27,38.54
2153,Ohio,39,2017,2017,May,5,11541,28.23,38.57
2154,Ohio,39,2017,2017,June,6,11634,28.18,38.51
2155,Ohio,39,2017,2017,July,7,11945,28.11,38.56
2156,Ohio,39,2017,2017,August,8,12474,28.07,38.66
2157,Ohio,39,2017,2017,September,9,12047,28.16,38.63
2158,Ohio,39,2017,2017,October,10,11785,28.25,38.58
2159,Ohio,39,2017,2017,November,11,11046,28.26,38.57
2160,Ohio,39,2017,2017,December,12,11143,28.24,38.57
2161,Oklahoma,40,2013,2013,January,1,4423,26.27,38.64
2162,Oklahoma,40,2013,2013,February,2,3955,26.37,38.53
2163,Oklahoma,40,2013,2013,March,3,4415,26.49,38.52
2164,Oklahoma,40,2013,2013,April,4,4226,26.71,38.53
2165,Oklahoma,40,2013,2013,May,5,4424,26.73,38.41
2166,Oklahoma,40,2013,2013,June,6,4407,26.42,38.53
2167,Oklahoma,40,2013,2013,July,7,4670,26.7,38.5
2168,Oklahoma,40,2013,2013,August,8,4720,26.66,38.51
2169,Oklahoma,40,2013,2013,September,9,4513,26.41,38.65
2170,Oklahoma,40,2013,2013,October,10,4632,26.63,38.53
2171,Oklahoma,40,2013,2013,November,11,4402,26.67,38.49
2172,Oklahoma,40,2013,2013,December,12,4582,26.57,38.48
2173,Oklahoma,40,2014,2014,January,1,4437,26.62,38.53
2174,Oklahoma,40,2014,2014,February,2,4029,26.74,38.6
2175,Oklahoma,40,2014,2014,March,3,4283,26.82,38.52
2176,Oklahoma,40,2014,2014,April,4,4227,26.78,38.49
2177,Oklahoma,40,2014,2014,May,5,4445,26.84,38.46
2178,Oklahoma,40,2014,2014,June,6,4140,26.79,38.43
2179,Oklahoma,40,2014,2014,July,7,4710,26.62,38.45
2180,Oklahoma,40,2014,2014,August,8,4796,26.74,38.54
2181,Oklahoma,40,2014,2014,September,9,4746,26.65,38.55
2182,Oklahoma,40,2014,2014,October,10,4581,27.05,38.48
2183,Oklahoma,40,2014,2014,November,11,4205,26.73,38.42
2184,Oklahoma,40,2014,2014,December,12,4740,26.82,38.48
2185,Oklahoma,40,2015,2015,January,1,4406,26.67,38.55
2186,Oklahoma,40,2015,2015,February,2,4019,26.83,38.44
2187,Oklahoma,40,2015,2015,March,3,4493,27.03,38.48
2188,Oklahoma,40,2015,2015,April,4,4380,27.02,38.53
2189,Oklahoma,40,2015,2015,May,5,4075,26.9,38.54
2190,Oklahoma,40,2015,2015,June,6,4369,26.87,38.47
2191,Oklahoma,40,2015,2015,July,7,4809,26.94,38.45
2192,Oklahoma,40,2015,2015,August,8,4789,26.92,38.52
2193,Oklahoma,40,2015,2015,September,9,4598,27.07,38.49
2194,Oklahoma,40,2015,2015,October,10,4440,27.24,38.41
2195,Oklahoma,40,2015,2015,November,11,4230,27.13,38.52
2196,Oklahoma,40,2015,2015,December,12,4514,27.22,38.48
2197,Oklahoma,40,2016,2016,January,1,4277,26.97,38.4
2198,Oklahoma,40,2016,2016,February,2,4281,27.19,38.41
2199,Oklahoma,40,2016,2016,March,3,4368,27.14,38.43
2200,Oklahoma,40,2016,2016,April,4,4143,27.04,38.48
2201,Oklahoma,40,2016,2016,May,5,4245,27.26,38.43
2202,Oklahoma,40,2016,2016,June,6,4460,27.06,38.44
2203,Oklahoma,40,2016,2016,July,7,4477,27.13,38.43
2204,Oklahoma,40,2016,2016,August,8,4806,27.07,38.43
2205,Oklahoma,40,2016,2016,September,9,4622,27.09,38.49
2206,Oklahoma,40,2016,2016,October,10,4357,27.27,38.49
2207,Oklahoma,40,2016,2016,November,11,4236,27.17,38.49
2208,Oklahoma,40,2016,2016,December,12,4320,27.15,38.4
2209,Oklahoma,40,2017,2017,January,1,4057,27.08,38.4
2210,Oklahoma,40,2017,2017,February,2,3764,27.18,38.45
2211,Oklahoma,40,2017,2017,March,3,4170,27.39,38.48
2212,Oklahoma,40,2017,2017,April,4,3772,27.24,38.52
2213,Oklahoma,40,2017,2017,May,5,4280,27.28,38.3
2214,Oklahoma,40,2017,2017,June,6,4275,27.3,38.35
2215,Oklahoma,40,2017,2017,July,7,4288,27.31,38.42
2216,Oklahoma,40,2017,2017,August,8,4644,27.4,38.43
2217,Oklahoma,40,2017,2017,September,9,4453,27.3,38.48
2218,Oklahoma,40,2017,2017,October,10,4317,27.23,38.44
2219,Oklahoma,40,2017,2017,November,11,4081,27.4,38.4
2220,Oklahoma,40,2017,2017,December,12,4113,27.14,38.36
2221,Oregon,41,2013,2013,January,1,3585,28.46,38.9
2222,Oregon,41,2013,2013,February,2,3309,28.44,38.94
2223,Oregon,41,2013,2013,March,3,3794,28.37,38.92
2224,Oregon,41,2013,2013,April,4,3793,28.58,38.97
2225,Oregon,41,2013,2013,May,5,3913,28.55,38.93
2226,Oregon,41,2013,2013,June,6,3774,28.61,38.99
2227,Oregon,41,2013,2013,July,7,4101,28.51,38.97
2228,Oregon,41,2013,2013,August,8,4014,28.49,39
2229,Oregon,41,2013,2013,September,9,3832,28.67,38.96
2230,Oregon,41,2013,2013,October,10,3808,28.7,38.97
2231,Oregon,41,2013,2013,November,11,3514,28.73,38.94
2232,Oregon,41,2013,2013,December,12,3718,28.66,38.97
2233,Oregon,41,2014,2014,January,1,3625,28.48,39.05
2234,Oregon,41,2014,2014,February,2,3351,28.67,38.93
2235,Oregon,41,2014,2014,March,3,3659,28.74,38.9
2236,Oregon,41,2014,2014,April,4,3801,28.72,38.95
2237,Oregon,41,2014,2014,May,5,4044,28.88,38.88
2238,Oregon,41,2014,2014,June,6,3982,28.95,38.97
2239,Oregon,41,2014,2014,July,7,4074,28.56,39.01
2240,Oregon,41,2014,2014,August,8,4082,28.77,39.02
2241,Oregon,41,2014,2014,September,9,3868,28.77,38.96
2242,Oregon,41,2014,2014,October,10,3728,28.87,38.97
2243,Oregon,41,2014,2014,November,11,3582,28.76,38.92
2244,Oregon,41,2014,2014,December,12,3760,28.84,38.88
2245,Oregon,41,2015,2015,January,1,3631,28.7,38.96
2246,Oregon,41,2015,2015,February,2,3470,28.62,39
2247,Oregon,41,2015,2015,March,3,3837,28.87,38.9
2248,Oregon,41,2015,2015,April,4,3817,28.96,38.96
2249,Oregon,41,2015,2015,May,5,3916,29.02,38.83
2250,Oregon,41,2015,2015,June,6,3897,28.82,38.93
2251,Oregon,41,2015,2015,July,7,3955,28.83,38.97
2252,Oregon,41,2015,2015,August,8,4030,29.04,39.02
2253,Oregon,41,2015,2015,September,9,3936,28.75,38.99
2254,Oregon,41,2015,2015,October,10,3862,29.1,38.97
2255,Oregon,41,2015,2015,November,11,3550,29.11,38.92
2256,Oregon,41,2015,2015,December,12,3754,28.93,38.95
2257,Oregon,41,2016,2016,January,1,3657,28.99,38.9
2258,Oregon,41,2016,2016,February,2,3580,29.04,38.94
2259,Oregon,41,2016,2016,March,3,3921,28.97,38.97
2260,Oregon,41,2016,2016,April,4,3703,29.15,38.94
2261,Oregon,41,2016,2016,May,5,3896,29.14,38.89
2262,Oregon,41,2016,2016,June,6,3805,29.17,38.87
2263,Oregon,41,2016,2016,July,7,4089,29.06,38.98
2264,Oregon,41,2016,2016,August,8,4019,29.2,39.01
2265,Oregon,41,2016,2016,September,9,3918,29.19,38.96
2266,Oregon,41,2016,2016,October,10,3711,29.28,38.92
2267,Oregon,41,2016,2016,November,11,3607,29.14,38.88
2268,Oregon,41,2016,2016,December,12,3629,29.26,38.92
2269,Oregon,41,2017,2017,January,1,3491,29.28,38.89
2270,Oregon,41,2017,2017,February,2,3256,29.27,38.83
2271,Oregon,41,2017,2017,March,3,3665,29.24,38.79
2272,Oregon,41,2017,2017,April,4,3571,29.33,38.89
2273,Oregon,41,2017,2017,May,5,3867,29.29,38.9
2274,Oregon,41,2017,2017,June,6,3776,29.45,38.95
2275,Oregon,41,2017,2017,July,7,3802,29.29,38.84
2276,Oregon,41,2017,2017,August,8,3903,29.22,38.98
2277,Oregon,41,2017,2017,September,9,3770,29.27,38.93
2278,Oregon,41,2017,2017,October,10,3603,29.46,38.95
2279,Oregon,41,2017,2017,November,11,3416,29.34,38.85
2280,Oregon,41,2017,2017,December,12,3511,29.36,38.77
2281,Pennsylvania,42,2013,2013,January,1,11519,28.14,38.74
2282,Pennsylvania,42,2013,2013,February,2,10332,28.21,38.7
2283,Pennsylvania,42,2013,2013,March,3,11538,28.36,38.63
2284,Pennsylvania,42,2013,2013,April,4,11116,28.37,38.73
2285,Pennsylvania,42,2013,2013,May,5,12195,28.46,38.71
2286,Pennsylvania,42,2013,2013,June,6,11655,28.4,38.65
2287,Pennsylvania,42,2013,2013,July,7,12630,28.46,38.74
2288,Pennsylvania,42,2013,2013,August,8,12893,28.41,38.78
2289,Pennsylvania,42,2013,2013,September,9,11967,28.32,38.81
2290,Pennsylvania,42,2013,2013,October,10,12138,28.41,38.78
2291,Pennsylvania,42,2013,2013,November,11,11318,28.42,38.75
2292,Pennsylvania,42,2013,2013,December,12,11620,28.5,38.71
2293,Pennsylvania,42,2014,2014,January,1,11570,28.39,38.78
2294,Pennsylvania,42,2014,2014,February,2,10710,28.46,38.71
2295,Pennsylvania,42,2014,2014,March,3,11627,28.49,38.71
2296,Pennsylvania,42,2014,2014,April,4,11593,28.58,38.74
2297,Pennsylvania,42,2014,2014,May,5,12183,28.65,38.81
2298,Pennsylvania,42,2014,2014,June,6,11953,28.56,38.76
2299,Pennsylvania,42,2014,2014,July,7,12884,28.56,38.79
2300,Pennsylvania,42,2014,2014,August,8,12644,28.57,38.84
2301,Pennsylvania,42,2014,2014,September,9,12232,28.49,38.8
2302,Pennsylvania,42,2014,2014,October,10,11973,28.64,38.81
2303,Pennsylvania,42,2014,2014,November,11,11156,28.67,38.79
2304,Pennsylvania,42,2014,2014,December,12,11743,28.54,38.79
2305,Pennsylvania,42,2015,2015,January,1,11342,28.49,38.77
2306,Pennsylvania,42,2015,2015,February,2,10687,28.58,38.78
2307,Pennsylvania,42,2015,2015,March,3,11725,28.65,38.76
2308,Pennsylvania,42,2015,2015,April,4,11593,28.77,38.68
2309,Pennsylvania,42,2015,2015,May,5,11982,28.79,38.79
2310,Pennsylvania,42,2015,2015,June,6,11932,28.8,38.74
2311,Pennsylvania,42,2015,2015,July,7,12595,28.72,38.74
2312,Pennsylvania,42,2015,2015,August,8,12504,28.72,38.76
2313,Pennsylvania,42,2015,2015,September,9,12206,28.75,38.79
2314,Pennsylvania,42,2015,2015,October,10,11923,28.71,38.73
2315,Pennsylvania,42,2015,2015,November,11,10994,28.78,38.75
2316,Pennsylvania,42,2015,2015,December,12,11564,28.66,38.67
2317,Pennsylvania,42,2016,2016,January,1,11035,28.68,38.67
2318,Pennsylvania,42,2016,2016,February,2,10711,28.77,38.72
2319,Pennsylvania,42,2016,2016,March,3,11655,28.87,38.72
2320,Pennsylvania,42,2016,2016,April,4,11389,28.96,38.72
2321,Pennsylvania,42,2016,2016,May,5,11948,28.94,38.75
2322,Pennsylvania,42,2016,2016,June,6,11842,28.91,38.77
2323,Pennsylvania,42,2016,2016,July,7,12305,28.87,38.74
2324,Pennsylvania,42,2016,2016,August,8,12623,28.87,38.81
2325,Pennsylvania,42,2016,2016,September,9,11980,28.89,38.79
2326,Pennsylvania,42,2016,2016,October,10,11591,28.9,38.75
2327,Pennsylvania,42,2016,2016,November,11,11008,29.03,38.77
2328,Pennsylvania,42,2016,2016,December,12,11322,28.8,38.76
2329,Pennsylvania,42,2017,2017,January,1,11048,28.73,38.63
2330,Pennsylvania,42,2017,2017,February,2,10274,28.93,38.71
2331,Pennsylvania,42,2017,2017,March,3,11374,28.92,38.68
2332,Pennsylvania,42,2017,2017,April,4,10962,29.03,38.68
2333,Pennsylvania,42,2017,2017,May,5,11623,29.19,38.72
2334,Pennsylvania,42,2017,2017,June,6,11600,29.12,38.71
2335,Pennsylvania,42,2017,2017,July,7,12017,29.11,38.75
2336,Pennsylvania,42,2017,2017,August,8,12580,29.06,38.75
2337,Pennsylvania,42,2017,2017,September,9,12289,28.99,38.77
2338,Pennsylvania,42,2017,2017,October,10,11882,29.12,38.75
2339,Pennsylvania,42,2017,2017,November,11,10932,29.12,38.72
2340,Pennsylvania,42,2017,2017,December,12,11164,29.02,38.74
2341,Rhode Island,44,2013,2013,January,1,899,28.54,38.77
2342,Rhode Island,44,2013,2013,February,2,815,29.05,38.89
2343,Rhode Island,44,2013,2013,March,3,884,28.74,38.81
2344,Rhode Island,44,2013,2013,April,4,891,29.24,38.93
2345,Rhode Island,44,2013,2013,May,5,953,28.92,38.81
2346,Rhode Island,44,2013,2013,June,6,914,28.94,38.67
2347,Rhode Island,44,2013,2013,July,7,984,29.21,38.78
2348,Rhode Island,44,2013,2013,August,8,944,28.72,39.01
2349,Rhode Island,44,2013,2013,September,9,868,28.52,38.8
2350,Rhode Island,44,2013,2013,October,10,951,28.84,38.97
2351,Rhode Island,44,2013,2013,November,11,880,28.77,38.91
2352,Rhode Island,44,2013,2013,December,12,826,28.94,38.77
2353,Rhode Island,44,2014,2014,January,1,851,28.6,38.73
2354,Rhode Island,44,2014,2014,February,2,842,28.44,38.65
2355,Rhode Island,44,2014,2014,March,3,871,28.99,38.81
2356,Rhode Island,44,2014,2014,April,4,861,29.19,38.71
2357,Rhode Island,44,2014,2014,May,5,900,28.95,38.83
2358,Rhode Island,44,2014,2014,June,6,950,28.91,38.73
2359,Rhode Island,44,2014,2014,July,7,967,28.8,38.8
2360,Rhode Island,44,2014,2014,August,8,967,29.01,38.94
2361,Rhode Island,44,2014,2014,September,9,918,29.06,38.98
2362,Rhode Island,44,2014,2014,October,10,914,29.2,38.79
2363,Rhode Island,44,2014,2014,November,11,895,28.67,38.74
2364,Rhode Island,44,2014,2014,December,12,887,28.97,38.89
2365,Rhode Island,44,2015,2015,January,1,901,29.21,38.83
2366,Rhode Island,44,2015,2015,February,2,801,28.55,38.89
2367,Rhode Island,44,2015,2015,March,3,881,29.14,38.83
2368,Rhode Island,44,2015,2015,April,4,910,29.11,38.83
2369,Rhode Island,44,2015,2015,May,5,874,28.93,38.78
2370,Rhode Island,44,2015,2015,June,6,959,29.61,38.72
2371,Rhode Island,44,2015,2015,July,7,1028,29.25,38.89
2372,Rhode Island,44,2015,2015,August,8,1003,29.38,38.92
2373,Rhode Island,44,2015,2015,September,9,906,29.55,38.83
2374,Rhode Island,44,2015,2015,October,10,991,29.08,38.86
2375,Rhode Island,44,2015,2015,November,11,887,29.44,38.67
2376,Rhode Island,44,2015,2015,December,12,852,29.31,38.91
2377,Rhode Island,44,2016,2016,January,1,888,29.51,38.82
2378,Rhode Island,44,2016,2016,February,2,814,29.36,38.73
2379,Rhode Island,44,2016,2016,March,3,936,29.25,38.73
2380,Rhode Island,44,2016,2016,April,4,856,29.16,38.83
2381,Rhode Island,44,2016,2016,May,5,915,29.93,38.83
2382,Rhode Island,44,2016,2016,June,6,897,29.55,38.65
2383,Rhode Island,44,2016,2016,July,7,985,29.25,38.63
2384,Rhode Island,44,2016,2016,August,8,1019,29.26,38.87
2385,Rhode Island,44,2016,2016,September,9,911,29.3,38.84
2386,Rhode Island,44,2016,2016,October,10,876,28.97,38.86
2387,Rhode Island,44,2016,2016,November,11,861,29.47,38.85
2388,Rhode Island,44,2016,2016,December,12,840,28.98,38.65
2389,Rhode Island,44,2017,2017,January,1,801,29.4,38.82
2390,Rhode Island,44,2017,2017,February,2,807,29.23,38.73
2391,Rhode Island,44,2017,2017,March,3,859,29.46,38.81
2392,Rhode Island,44,2017,2017,April,4,848,29.29,38.96
2393,Rhode Island,44,2017,2017,May,5,862,29.69,38.98
2394,Rhode Island,44,2017,2017,June,6,911,29.6,38.85
2395,Rhode Island,44,2017,2017,July,7,964,29.59,38.85
2396,Rhode Island,44,2017,2017,August,8,996,30.05,38.8
2397,Rhode Island,44,2017,2017,September,9,943,29.61,38.78
2398,Rhode Island,44,2017,2017,October,10,915,29.17,38.98
2399,Rhode Island,44,2017,2017,November,11,863,29.58,38.61
2400,Rhode Island,44,2017,2017,December,12,869,29.39,38.68
2401,South Carolina,45,2013,2013,January,1,4691,27.01,38.45
2402,South Carolina,45,2013,2013,February,2,4174,27.02,38.56
2403,South Carolina,45,2013,2013,March,3,4692,27.15,38.42
2404,South Carolina,45,2013,2013,April,4,4391,27.24,38.47
2405,South Carolina,45,2013,2013,May,5,4649,27.37,38.36
2406,South Carolina,45,2013,2013,June,6,4501,27.17,38.36
2407,South Carolina,45,2013,2013,July,7,5066,27.17,38.35
2408,South Carolina,45,2013,2013,August,8,5149,27.2,38.5
2409,South Carolina,45,2013,2013,September,9,4864,27.4,38.55
2410,South Carolina,45,2013,2013,October,10,4995,27.3,38.36
2411,South Carolina,45,2013,2013,November,11,4607,27.26,38.39
2412,South Carolina,45,2013,2013,December,12,5016,27.29,38.41
2413,South Carolina,45,2014,2014,January,1,4670,27.19,38.44
2414,South Carolina,45,2014,2014,February,2,4367,27.38,38.42
2415,South Carolina,45,2014,2014,March,3,4600,27.34,38.49
2416,South Carolina,45,2014,2014,April,4,4504,27.29,38.46
2417,South Carolina,45,2014,2014,May,5,4766,27.63,38.36
2418,South Carolina,45,2014,2014,June,6,4675,27.36,38.34
2419,South Carolina,45,2014,2014,July,7,5096,27.48,38.44
2420,South Carolina,45,2014,2014,August,8,5107,27.54,38.58
2421,South Carolina,45,2014,2014,September,9,5099,27.45,38.59
2422,South Carolina,45,2014,2014,October,10,5004,27.63,38.49
2423,South Carolina,45,2014,2014,November,11,4647,27.45,38.48
2424,South Carolina,45,2014,2014,December,12,5092,27.4,38.51
2425,South Carolina,45,2015,2015,January,1,5008,27.36,38.49
2426,South Carolina,45,2015,2015,February,2,4404,27.54,38.5
2427,South Carolina,45,2015,2015,March,3,4734,27.5,38.47
2428,South Carolina,45,2015,2015,April,4,4638,27.69,38.47
2429,South Carolina,45,2015,2015,May,5,4667,27.78,38.43
2430,South Carolina,45,2015,2015,June,6,4771,27.7,38.4
2431,South Carolina,45,2015,2015,July,7,5087,27.81,38.48
2432,South Carolina,45,2015,2015,August,8,5134,27.66,38.61
2433,South Carolina,45,2015,2015,September,9,5000,27.69,38.58
2434,South Carolina,45,2015,2015,October,10,4915,27.68,38.47
2435,South Carolina,45,2015,2015,November,11,4629,27.87,38.49
2436,South Carolina,45,2015,2015,December,12,5152,27.67,38.49
2437,South Carolina,45,2016,2016,January,1,4749,27.73,38.53
2438,South Carolina,45,2016,2016,February,2,4473,27.68,38.5
2439,South Carolina,45,2016,2016,March,3,4801,27.86,38.47
2440,South Carolina,45,2016,2016,April,4,4391,27.93,38.38
2441,South Carolina,45,2016,2016,May,5,4662,28.04,38.26
2442,South Carolina,45,2016,2016,June,6,4859,27.88,38.38
2443,South Carolina,45,2016,2016,July,7,4879,27.89,38.43
2444,South Carolina,45,2016,2016,August,8,5208,28,38.49
2445,South Carolina,45,2016,2016,September,9,4961,28.02,38.58
2446,South Carolina,45,2016,2016,October,10,4721,27.97,38.52
2447,South Carolina,45,2016,2016,November,11,4762,28.01,38.59
2448,South Carolina,45,2016,2016,December,12,4876,27.96,38.55
2449,South Carolina,45,2017,2017,January,1,4681,27.78,38.46
2450,South Carolina,45,2017,2017,February,2,4310,27.91,38.5
2451,South Carolina,45,2017,2017,March,3,4782,27.9,38.4
2452,South Carolina,45,2017,2017,April,4,4279,28.06,38.41
2453,South Carolina,45,2017,2017,May,5,4639,28.06,38.5
2454,South Carolina,45,2017,2017,June,6,4690,28.13,38.46
2455,South Carolina,45,2017,2017,July,7,4898,27.95,38.45
2456,South Carolina,45,2017,2017,August,8,5353,27.91,38.54
2457,South Carolina,45,2017,2017,September,9,5079,28.05,38.51
2458,South Carolina,45,2017,2017,October,10,4869,28.03,38.4
2459,South Carolina,45,2017,2017,November,11,4738,27.94,38.43
2460,South Carolina,45,2017,2017,December,12,4711,28.02,38.38
2461,South Dakota,46,2013,2013,January,1,937,27.54,38.76
2462,South Dakota,46,2013,2013,February,2,919,27.32,38.86
2463,South Dakota,46,2013,2013,March,3,1052,27.54,38.85
2464,South Dakota,46,2013,2013,April,4,985,27.16,38.72
2465,South Dakota,46,2013,2013,May,5,1028,27.67,38.89
2466,South Dakota,46,2013,2013,June,6,982,27.14,38.75
2467,South Dakota,46,2013,2013,July,7,1142,27.5,38.65
2468,South Dakota,46,2013,2013,August,8,1122,27.7,38.72
2469,South Dakota,46,2013,2013,September,9,1031,27.73,38.8
2470,South Dakota,46,2013,2013,October,10,1011,27.97,38.64
2471,South Dakota,46,2013,2013,November,11,993,27.62,38.69
2472,South Dakota,46,2013,2013,December,12,1046,27.49,38.89
2473,South Dakota,46,2014,2014,January,1,1024,27.78,38.72
2474,South Dakota,46,2014,2014,February,2,925,27.47,38.82
2475,South Dakota,46,2014,2014,March,3,1047,27.77,38.82
2476,South Dakota,46,2014,2014,April,4,1070,27.73,38.75
2477,South Dakota,46,2014,2014,May,5,1012,27.97,38.83
2478,South Dakota,46,2014,2014,June,6,1029,27.8,38.85
2479,South Dakota,46,2014,2014,July,7,1112,28.06,38.83
2480,South Dakota,46,2014,2014,August,8,1067,27.79,38.87
2481,South Dakota,46,2014,2014,September,9,1042,27.51,38.53
2482,South Dakota,46,2014,2014,October,10,989,27.74,38.8
2483,South Dakota,46,2014,2014,November,11,967,27.86,38.75
2484,South Dakota,46,2014,2014,December,12,999,27.8,38.62
2485,South Dakota,46,2015,2015,January,1,990,27.87,38.56
2486,South Dakota,46,2015,2015,February,2,893,27.56,38.71
2487,South Dakota,46,2015,2015,March,3,1042,27.63,38.59
2488,South Dakota,46,2015,2015,April,4,1037,27.81,38.81
2489,South Dakota,46,2015,2015,May,5,1035,27.85,38.74
2490,South Dakota,46,2015,2015,June,6,1097,27.88,38.91
2491,South Dakota,46,2015,2015,July,7,1108,27.66,38.81
2492,South Dakota,46,2015,2015,August,8,1067,27.94,38.71
2493,South Dakota,46,2015,2015,September,9,1063,28.23,38.82
2494,South Dakota,46,2015,2015,October,10,1086,27.74,38.73
2495,South Dakota,46,2015,2015,November,11,966,27.96,38.85
2496,South Dakota,46,2015,2015,December,12,952,27.78,38.65
2497,South Dakota,46,2016,2016,January,1,988,27.51,38.62
2498,South Dakota,46,2016,2016,February,2,926,27.86,38.67
2499,South Dakota,46,2016,2016,March,3,1041,28.11,38.58
2500,South Dakota,46,2016,2016,April,4,992,28.21,38.79
2501,South Dakota,46,2016,2016,May,5,1025,27.88,38.66
2502,South Dakota,46,2016,2016,June,6,1018,28.1,38.78
2503,South Dakota,46,2016,2016,July,7,1074,27.9,38.72
2504,South Dakota,46,2016,2016,August,8,1089,28.15,38.64
2505,South Dakota,46,2016,2016,September,9,1092,28.18,38.71
2506,South Dakota,46,2016,2016,October,10,996,28.22,38.75
2507,South Dakota,46,2016,2016,November,11,1006,28.23,38.61
2508,South Dakota,46,2016,2016,December,12,1028,28.13,38.64
